Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Default,Cred_length
7654,24,33000,RENT,2.0,HOMEIMPROVEMENT,6900,17.56,1,0.21,Y,3
7669,22,25000,RENT,2.0,PERSONAL,7000,13.85,0,0.28,Y,3
7670,24,54000,OWN,8.0,EDUCATION,1200,13.11,0,0.02,Y,3
7672,22,25000,RENT,0.0,MEDICAL,7000,12.87,0,0.28,Y,2
7678,21,26400,RENT,,PERSONAL,7000,14.84,1,0.27,Y,3
7686,24,27600,RENT,4.0,PERSONAL,7000,15.62,1,0.25,Y,4
7692,23,54000,MORTGAGE,1.0,EDUCATION,13650,,0,0.25,Y,2
7705,22,30000,RENT,4.0,DEBTCONSOLIDATION,7000,16.49,1,0.23,Y,3
7717,24,30996,RENT,7.0,VENTURE,7000,16.63,0,0.23,Y,4
7723,24,54400,MORTGAGE,8.0,DEBTCONSOLIDATION,12000,,0,0.22,Y,4
7730,24,32400,RENT,1.0,MEDICAL,7000,13.98,0,0.22,Y,2
7743,24,33600,RENT,0.0,PERSONAL,7000,13.61,0,0.21,Y,4
7748,20,34800,RENT,3.0,MEDICAL,7000,13.61,0,0.2,Y,2
7755,25,48902,MORTGAGE,9.0,PERSONAL,6000,15.23,1,0.12,Y,3
7763,21,35000,RENT,5.0,VENTURE,7000,11.34,0,0.2,Y,3
7764,21,29000,RENT,5.0,MEDICAL,7000,12.61,1,0.24,Y,2
7776,25,30000,RENT,0.0,EDUCATION,7000,,1,0.23,Y,2
7786,21,48996,MORTGAGE,5.0,VENTURE,15000,15.58,1,0.31,Y,3
7793,22,32000,RENT,0.0,PERSONAL,7000,,1,0.22,Y,4
7797,21,39600,RENT,3.0,EDUCATION,7000,14.96,0,0.18,Y,2
7816,24,40000,RENT,2.0,EDUCATION,7000,11.34,0,0.17,Y,2
7817,24,40040,RENT,0.0,MEDICAL,7000,13.23,0,0.17,Y,3
7818,23,34320,RENT,5.0,DEBTCONSOLIDATION,7000,18.3,1,0.2,Y,3
7827,22,35000,RENT,2.0,MEDICAL,7000,18.09,1,0.2,Y,2
7832,22,55000,MORTGAGE,6.0,PERSONAL,3250,13.49,0,0.06,Y,4
7842,23,55000,MORTGAGE,7.0,PERSONAL,6625,16.77,0,0.12,Y,3
7843,26,36000,RENT,,MEDICAL,7000,13.98,1,0.19,Y,2
7846,26,36000,RENT,3.0,DEBTCONSOLIDATION,7000,14.96,1,0.19,Y,4
7865,23,49000,MORTGAGE,4.0,VENTURE,11400,17.99,1,0.23,Y,4
7882,24,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,4200,15.23,0,0.08,Y,3
7888,24,55000,OWN,4.0,VENTURE,9000,16.49,0,0.16,Y,2
7903,25,55000,OWN,1.0,PERSONAL,6000,15.23,0,0.11,Y,3
7905,21,47000,RENT,5.0,VENTURE,7000,14.96,0,0.15,Y,3
7907,23,55000,MORTGAGE,7.0,MEDICAL,10000,13.99,0,0.18,Y,3
7908,22,41500,RENT,3.0,VENTURE,7000,15.7,1,0.17,Y,3
7916,21,50000,RENT,4.0,MEDICAL,7000,15.27,0,0.14,Y,4
7940,21,45000,RENT,0.0,PERSONAL,7000,14.96,1,0.16,Y,4
7960,22,54000,RENT,1.0,EDUCATION,7000,13.47,0,0.13,Y,2
7973,24,55000,MORTGAGE,3.0,EDUCATION,7500,14.84,0,0.14,Y,2
7975,26,90000,RENT,8.0,PERSONAL,7000,13.49,0,0.08,Y,3
7977,26,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,13000,13.98,0,0.24,Y,3
7979,23,55000,MORTGAGE,7.0,VENTURE,7000,13.23,0,0.13,Y,2
8007,25,55000,MORTGAGE,10.0,EDUCATION,15000,,0,0.27,Y,3
8009,22,55000,OWN,4.0,DEBTCONSOLIDATION,5000,14.61,0,0.09,Y,2
8018,25,55000,OWN,9.0,EDUCATION,10000,13.57,0,0.18,Y,2
8025,25,37000,RENT,0.0,DEBTCONSOLIDATION,7200,11.34,0,0.19,Y,2
8031,23,38896,RENT,2.0,PERSONAL,7200,13.48,0,0.19,Y,3
8032,22,40000,RENT,6.0,EDUCATION,7200,17.58,0,0.18,Y,2
8044,24,43200,RENT,8.0,MEDICAL,7200,13.49,0,0.17,Y,4
8050,25,46000,RENT,5.0,DEBTCONSOLIDATION,7200,,0,0.16,Y,3
8052,23,48000,RENT,7.0,PERSONAL,7200,14.27,0,0.15,Y,3
8054,25,55000,MORTGAGE,2.0,EDUCATION,14000,15.68,0,0.25,Y,4
8059,24,55000,MORTGAGE,8.0,PERSONAL,15000,,0,0.27,Y,3
8061,24,49920,RENT,0.0,MEDICAL,7200,13.06,0,0.14,Y,3
8065,22,49000,MORTGAGE,2.0,VENTURE,5000,11.28,1,0.1,Y,4
8068,24,50004,RENT,4.0,DEBTCONSOLIDATION,7200,12.84,0,0.14,Y,3
8069,25,55000,MORTGAGE,9.0,VENTURE,3600,11.34,0,0.07,Y,4
8070,24,49000,OTHER,1.0,PERSONAL,20000,11.34,1,0.41,Y,4
8075,23,55004,MORTGAGE,4.0,EDUCATION,9600,14.74,0,0.17,Y,2
8076,25,54990,RENT,4.0,DEBTCONSOLIDATION,7200,15.27,0,0.13,Y,3
8077,23,55008,OWN,5.0,MEDICAL,10500,13.16,0,0.19,Y,4
8082,23,50000,RENT,7.0,MEDICAL,7200,17.58,1,0.14,Y,2
8089,25,60000,RENT,3.0,HOMEIMPROVEMENT,7200,13.48,0,0.12,Y,4
8090,22,60000,RENT,0.0,EDUCATION,7200,12.87,0,0.12,Y,3
8091,22,49200,MORTGAGE,6.0,MEDICAL,6500,12.68,1,0.13,Y,2
8096,21,60675,RENT,5.0,PERSONAL,7200,14.72,0,0.12,Y,2
8107,26,49493,MORTGAGE,6.0,VENTURE,15250,13.11,1,0.31,Y,3
8113,23,49530,MORTGAGE,7.0,DEBTCONSOLIDATION,16000,14.54,1,0.32,Y,2
8118,24,55600,MORTGAGE,2.0,HOMEIMPROVEMENT,11700,13.57,0,0.21,Y,2
8124,25,55800,MORTGAGE,9.0,MEDICAL,3500,14.17,0,0.06,Y,3
8135,22,56000,MORTGAGE,3.0,EDUCATION,10075,16.29,0,0.18,Y,4
8136,25,56000,MORTGAGE,5.0,PERSONAL,10250,14.65,0,0.18,Y,4
8148,23,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,13600,15.23,0,0.24,Y,4
8150,24,56000,MORTGAGE,4.0,HOMEIMPROVEMENT,19125,13.99,0,0.34,Y,3
8171,25,32500,RENT,5.0,MEDICAL,7350,13.43,0,0.23,Y,3
8176,24,43995,RENT,,PERSONAL,7400,13.99,1,0.17,Y,4
8181,24,72000,RENT,5.0,EDUCATION,7400,15.65,0,0.1,Y,3
8197,25,24996,RENT,3.0,EDUCATION,7500,12.98,0,0.3,Y,3
8207,25,28128,RENT,2.0,EDUCATION,7500,15.33,1,0.27,Y,3
8215,23,30000,RENT,1.0,PERSONAL,7500,13.24,1,0.25,Y,3
8216,23,56000,MORTGAGE,3.0,MEDICAL,7500,13.79,0,0.13,Y,3
8220,26,32000,RENT,1.0,MEDICAL,7500,13.79,0,0.23,Y,3
8229,26,56004,MORTGAGE,10.0,EDUCATION,20000,13.57,0,0.36,Y,4
8234,21,29004,RENT,0.0,MEDICAL,7500,,1,0.26,Y,2
8252,23,39975,RENT,0.0,PERSONAL,7500,,0,0.19,Y,2
8264,26,56810,MORTGAGE,10.0,DEBTCONSOLIDATION,2500,,0,0.04,Y,3
8265,22,34000,RENT,2.0,MEDICAL,7500,12.53,1,0.22,Y,4
8276,23,36000,RENT,1.0,PERSONAL,7500,12.61,1,0.21,Y,2
8279,21,37260,RENT,1.0,HOMEIMPROVEMENT,7500,14.84,1,0.2,Y,2
8283,25,51000,MORTGAGE,9.0,DEBTCONSOLIDATION,5500,16.77,1,0.11,Y,2
8284,22,57000,MORTGAGE,2.0,MEDICAL,5950,13.49,0,0.1,Y,3
8285,25,39000,RENT,9.0,MEDICAL,7500,15.62,1,0.19,Y,2
8286,26,57000,MORTGAGE,6.0,MEDICAL,9000,12.99,0,0.16,Y,4
8288,21,57000,MORTGAGE,5.0,VENTURE,14400,,0,0.25,Y,2
8290,23,45000,RENT,5.0,EDUCATION,7500,15.37,0,0.17,Y,4
8291,22,39000,RENT,1.0,VENTURE,7500,,1,0.19,Y,4
8293,26,57000,MORTGAGE,4.0,EDUCATION,12000,13.49,0,0.21,Y,2
8305,23,57000,MORTGAGE,1.0,MEDICAL,4200,12.68,0,0.07,Y,4
8312,25,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,11200,14.46,0,0.2,Y,4
8316,23,57000,MORTGAGE,6.0,EDUCATION,17500,14.09,0,0.31,Y,3
8331,26,51000,MORTGAGE,10.0,MEDICAL,13000,15.33,1,0.25,Y,3
8352,26,57068,OWN,2.0,VENTURE,1600,15.23,0,0.03,Y,4
8353,22,52000,RENT,1.0,HOMEIMPROVEMENT,7500,,1,0.14,Y,4
8363,25,60000,RENT,6.0,MEDICAL,7500,14.27,0,0.13,Y,2
8364,22,57204,MORTGAGE,6.0,EDUCATION,9000,15.58,0,0.16,Y,3
8375,22,60000,RENT,6.0,EDUCATION,7500,11.34,0,0.13,Y,4
8378,25,57500,MORTGAGE,5.0,MEDICAL,12275,,0,0.21,Y,3
8403,22,57600,MORTGAGE,2.0,DEBTCONSOLIDATION,4000,,0,0.07,Y,2
8409,23,75000,RENT,8.0,EDUCATION,7500,13.48,0,0.1,Y,3
8417,25,74004,RENT,2.0,DEBTCONSOLIDATION,7500,12.61,1,0.1,Y,4
8421,22,76500,RENT,0.0,HOMEIMPROVEMENT,7500,13.24,1,0.1,Y,4
8425,23,90000,RENT,5.0,VENTURE,7500,15.58,0,0.08,Y,3
8435,23,115275,RENT,7.0,DEBTCONSOLIDATION,7500,11.28,0,0.07,Y,4
8436,26,116600,RENT,2.0,HOMEIMPROVEMENT,7500,11.59,0,0.06,Y,3
8439,26,108000,RENT,2.0,DEBTCONSOLIDATION,7500,16.77,1,0.07,Y,3
8472,25,65000,RENT,6.0,PERSONAL,7675,15.33,0,0.12,Y,3
8478,23,29772,RENT,3.0,PERSONAL,7700,16.77,1,0.26,Y,4
8482,24,96408,RENT,1.0,EDUCATION,7700,12.53,0,0.08,Y,4
8483,22,19680,RENT,2.0,EDUCATION,7750,14.83,1,0.39,Y,3
8484,22,23000,RENT,2.0,EDUCATION,7750,,1,0.34,Y,4
8486,23,58000,MORTGAGE,8.0,VENTURE,8000,13.61,0,0.14,Y,3
8488,23,58000,OWN,4.0,MEDICAL,6400,13.48,0,0.11,Y,3
8489,21,26000,RENT,2.0,MEDICAL,7750,16.7,1,0.3,Y,2
8490,25,58000,MORTGAGE,8.0,HOMEIMPROVEMENT,17500,13.11,0,0.3,Y,4
8491,21,26000,RENT,4.0,EDUCATION,7750,13.16,0,0.3,Y,3
8496,24,30000,RENT,6.0,EDUCATION,7750,,0,0.26,Y,2
8498,23,29000,RENT,6.0,MEDICAL,7750,14.59,1,0.27,Y,3
8501,22,52000,MORTGAGE,6.0,VENTURE,6000,,1,0.12,Y,3
8516,22,58000,OTHER,3.0,DEBTCONSOLIDATION,15000,13.79,0,0.26,Y,4
8518,26,58000,MORTGAGE,5.0,MEDICAL,12000,13.16,0,0.21,Y,4
8520,25,58000,MORTGAGE,2.0,PERSONAL,2750,12.86,0,0.05,Y,4
8522,22,52000,MORTGAGE,6.0,EDUCATION,10000,13.87,1,0.19,Y,2
8536,23,59004,RENT,1.0,DEBTCONSOLIDATION,7800,15.99,1,0.13,Y,3
8550,23,30000,RENT,4.0,DEBTCONSOLIDATION,7925,15.27,0,0.26,Y,4
8552,25,58750,MORTGAGE,6.0,HOMEIMPROVEMENT,6000,15.33,0,0.1,Y,3
8559,22,19200,RENT,4.0,HOMEIMPROVEMENT,8000,16.29,1,0.42,Y,3
8561,24,19200,RENT,1.0,HOMEIMPROVEMENT,8000,13.61,1,0.42,Y,3
8569,24,20000,RENT,0.0,MEDICAL,8000,12.41,1,0.4,Y,4
8574,22,21000,RENT,7.0,EDUCATION,8000,16.77,1,0.38,Y,2
8585,25,21996,RENT,3.0,HOMEIMPROVEMENT,8000,13.98,1,0.36,Y,2
8590,25,23000,RENT,,HOMEIMPROVEMENT,8000,14.46,1,0.35,Y,2
8605,23,25000,RENT,6.0,PERSONAL,8000,13.61,1,0.32,Y,4
8617,23,27996,RENT,0.0,HOMEIMPROVEMENT,8000,17.58,1,0.29,Y,4
8621,25,28000,RENT,3.0,DEBTCONSOLIDATION,8000,14.65,0,0.29,Y,4
8630,25,59650,MORTGAGE,9.0,PERSONAL,10000,13.61,0,0.17,Y,2
8631,24,28590,RENT,7.0,MEDICAL,8000,15.65,0,0.28,Y,2
8637,23,59800,MORTGAGE,7.0,VENTURE,15000,15.96,0,0.25,Y,3
8638,22,28800,RENT,0.0,MEDICAL,8000,13.72,0,0.28,Y,2
8642,23,53950,MORTGAGE,8.0,EDUCATION,15000,16.63,1,0.28,Y,2
8644,26,28800,RENT,5.0,EDUCATION,8000,,0,0.28,Y,3
8648,24,30000,RENT,3.0,MEDICAL,8000,,0,0.27,Y,2
8649,23,30000,RENT,0.0,MEDICAL,8000,13.49,0,0.27,Y,2
8659,26,30000,RENT,3.0,EDUCATION,8000,12.61,0,0.27,Y,4
8662,24,30000,RENT,7.0,MEDICAL,8000,13.61,0,0.27,Y,3
8665,24,30000,RENT,5.0,VENTURE,8000,14.26,0,0.27,Y,2
8677,23,60000,MORTGAGE,3.0,PERSONAL,12000,15.27,0,0.2,Y,4
8679,26,31000,RENT,5.0,HOMEIMPROVEMENT,8000,14.27,1,0.26,Y,3
8683,25,31416,RENT,5.0,PERSONAL,8000,12.61,0,0.25,Y,4
8686,23,60000,OWN,5.0,EDUCATION,16000,14.27,0,0.27,Y,4
8690,23,33000,RENT,4.0,EDUCATION,8000,,0,0.24,Y,4
8692,24,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,6300,14.65,1,0.12,Y,2
8724,22,29570,RENT,6.0,DEBTCONSOLIDATION,8000,14.42,1,0.27,Y,4
8734,21,30000,RENT,3.0,VENTURE,8000,16.45,1,0.27,Y,2
8742,25,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,5000,15.27,0,0.08,Y,2
8754,22,31200,RENT,0.0,PERSONAL,8000,14.3,1,0.26,Y,3
8759,22,60000,OWN,7.0,VENTURE,15000,16.49,0,0.25,Y,2
8782,23,32698,RENT,3.0,DEBTCONSOLIDATION,8000,18.43,1,0.24,Y,3
8787,23,60000,MORTGAGE,6.0,EDUCATION,8000,13.49,0,0.13,Y,2
8801,24,34000,RENT,0.0,VENTURE,8000,16.49,1,0.24,Y,3
8812,24,60000,OWN,1.0,VENTURE,15000,16.89,0,0.25,Y,2
8819,21,35000,RENT,0.0,PERSONAL,8000,19.79,1,0.23,Y,4
8821,26,35000,RENT,0.0,DEBTCONSOLIDATION,8000,15.31,1,0.23,Y,2
8825,25,41579,RENT,9.0,VENTURE,8000,13.92,0,0.19,Y,3
8826,26,54000,MORTGAGE,8.0,MEDICAL,5000,15.62,1,0.09,Y,4
8836,25,54000,MORTGAGE,,DEBTCONSOLIDATION,10000,16.89,1,0.19,Y,2
8847,25,36000,RENT,9.0,PERSONAL,8000,12.73,1,0.22,Y,2
8849,23,60000,MORTGAGE,7.0,PERSONAL,2000,15.23,0,0.03,Y,2
8850,24,36000,RENT,2.0,VENTURE,8000,14.96,1,0.22,Y,2
8852,25,42500,RENT,1.0,PERSONAL,8000,,0,0.19,Y,4
8854,24,60000,MORTGAGE,8.0,MEDICAL,21000,,0,0.35,Y,4
8861,26,43000,RENT,1.0,MEDICAL,8000,12.87,0,0.19,Y,3
8869,22,44684,RENT,1.0,DEBTCONSOLIDATION,8000,12.04,0,0.18,Y,2
8870,22,60000,MORTGAGE,6.0,PERSONAL,12000,13.99,0,0.2,Y,3
8879,26,45000,RENT,3.0,PERSONAL,8000,15.33,0,0.18,Y,4
8881,24,45000,RENT,8.0,MEDICAL,8000,12.73,0,0.18,Y,4
8887,22,45000,RENT,1.0,DEBTCONSOLIDATION,8000,12.84,0,0.18,Y,3
8889,21,45000,RENT,5.0,EDUCATION,8000,,0,0.18,Y,2
8890,25,39000,RENT,4.0,PERSONAL,8000,11.34,1,0.21,Y,2
8898,23,60000,MORTGAGE,5.0,MEDICAL,22000,13.06,0,0.37,Y,3
8902,24,46700,RENT,5.0,EDUCATION,8000,15.65,0,0.17,Y,3
8908,25,60000,MORTGAGE,6.0,MEDICAL,13000,14.17,0,0.22,Y,3
8913,25,47004,RENT,1.0,DEBTCONSOLIDATION,8000,12.53,0,0.17,Y,4
8917,22,48000,RENT,6.0,DEBTCONSOLIDATION,8000,12.99,0,0.17,Y,3
8921,23,48000,RENT,,VENTURE,8000,12.99,0,0.17,Y,4
8935,24,49992,RENT,5.0,VENTURE,8000,15.95,0,0.16,Y,2
8945,23,44000,RENT,5.0,EDUCATION,8000,13.49,1,0.18,Y,2
8947,22,60000,MORTGAGE,6.0,EDUCATION,2000,12.61,0,0.03,Y,2
8955,21,60000,MORTGAGE,5.0,EDUCATION,8000,12.23,0,0.13,Y,3
8967,22,50000,RENT,2.0,PERSONAL,8000,13.16,0,0.16,Y,2
8975,21,50400,RENT,4.0,VENTURE,8000,15.62,0,0.16,Y,2
8986,22,60000,OWN,3.0,PERSONAL,8700,15.58,0,0.14,Y,4
8992,24,46500,RENT,2.0,HOMEIMPROVEMENT,8000,15.23,1,0.17,Y,2
8993,24,52800,RENT,1.0,MEDICAL,8000,12.87,0,0.15,Y,3
8997,23,53000,RENT,6.0,MEDICAL,8000,14.26,0,0.15,Y,4
9009,26,54600,RENT,4.0,HOMEIMPROVEMENT,8000,13.8,0,0.15,Y,4
9010,22,48996,RENT,0.0,PERSONAL,8000,14.96,1,0.16,Y,2
9011,23,60000,MORTGAGE,5.0,PERSONAL,15000,15.21,0,0.25,Y,3
9017,26,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,6000,13.98,1,0.11,Y,3
9021,24,55000,RENT,8.0,HOMEIMPROVEMENT,8000,13.8,0,0.15,Y,2
9024,22,60000,MORTGAGE,7.0,VENTURE,7000,13.61,0,0.12,Y,3
9025,24,60000,MORTGAGE,6.0,PERSONAL,2400,13.61,0,0.04,Y,4
9031,23,49161,RENT,1.0,HOMEIMPROVEMENT,8000,13.17,1,0.16,Y,4
9049,25,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,3000,14.59,0,0.05,Y,3
9051,25,60000,OWN,9.0,HOMEIMPROVEMENT,1400,14.22,0,0.02,Y,3
9052,24,52000,RENT,8.0,EDUCATION,8000,13.99,1,0.15,Y,2
9055,22,60000,OWN,6.0,MEDICAL,10000,,0,0.17,Y,3
9059,23,58600,RENT,3.0,MEDICAL,8000,,0,0.14,Y,3
9067,21,60000,MORTGAGE,0.0,MEDICAL,10000,,0,0.17,Y,4
9071,22,60000,RENT,6.0,MEDICAL,8000,14.72,0,0.13,Y,2
9075,22,54000,RENT,4.0,EDUCATION,8000,13.48,1,0.15,Y,3
9079,24,60000,RENT,3.0,HOMEIMPROVEMENT,8000,14.59,0,0.13,Y,3
9088,23,60228,RENT,7.0,MEDICAL,8000,12.98,0,0.13,Y,2
9093,23,61000,RENT,3.0,VENTURE,8000,13.22,0,0.13,Y,2
9096,22,60000,MORTGAGE,3.0,MEDICAL,3250,12.73,0,0.05,Y,4
9097,22,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,12500,13.11,0,0.21,Y,2
9099,26,55700,RENT,2.0,HOMEIMPROVEMENT,8000,13.49,1,0.14,Y,4
9101,21,46000,RENT,2.0,VENTURE,5200,17.27,1,0.11,Y,4
9102,23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,5000,14.96,1,0.09,Y,2
9103,22,52000,RENT,3.0,EDUCATION,5200,,0,0.1,Y,4
9117,22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,13.11,0,0.1,Y,4
9128,22,60000,MORTGAGE,6.0,VENTURE,24250,15.31,0,0.4,Y,2
9142,21,10000,RENT,0.0,PERSONAL,5000,12.17,1,0.5,Y,2
9152,23,60000,MORTGAGE,7.0,PERSONAL,2000,14.26,0,0.03,Y,3
9156,25,60000,OWN,3.0,PERSONAL,16000,13.57,0,0.27,Y,4
9157,22,15000,RENT,0.0,VENTURE,5000,,1,0.33,Y,4
9158,25,60000,MORTGAGE,9.0,PERSONAL,10200,13.92,0,0.17,Y,4
9161,22,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,10000,14.61,1,0.19,Y,4
9163,22,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,22750,,1,0.42,Y,2
9164,22,60000,MORTGAGE,6.0,EDUCATION,5000,14.61,0,0.08,Y,3
9176,24,16800,RENT,1.0,EDUCATION,5000,14.22,1,0.3,Y,4
9185,21,18492,RENT,0.0,EDUCATION,5000,12.92,1,0.27,Y,3
9186,23,60000,MORTGAGE,1.0,MEDICAL,13200,13.16,0,0.22,Y,2
9187,23,18720,RENT,,DEBTCONSOLIDATION,5000,16.32,1,0.27,Y,3
9195,25,19800,RENT,0.0,DEBTCONSOLIDATION,5000,13.49,1,0.25,Y,4
9201,25,60000,OWN,9.0,HOMEIMPROVEMENT,3000,13.79,0,0.05,Y,2
9202,22,60000,MORTGAGE,6.0,MEDICAL,9000,13.79,0,0.15,Y,2
9205,24,54000,MORTGAGE,8.0,VENTURE,1500,14.42,1,0.03,Y,2
9217,25,21600,RENT,0.0,VENTURE,5000,17.58,1,0.23,Y,3
9221,23,21600,RENT,5.0,PERSONAL,5000,13.06,1,0.23,Y,4
9226,21,22000,RENT,5.0,PERSONAL,5000,15.7,0,0.23,Y,3
9230,22,22800,RENT,4.0,EDUCATION,5000,13.85,0,0.22,Y,2
9233,24,22992,RENT,1.0,HOMEIMPROVEMENT,5000,13.06,1,0.22,Y,3
9234,24,23000,RENT,1.0,PERSONAL,5000,,0,0.22,Y,2
9237,23,24000,RENT,0.0,HOMEIMPROVEMENT,5000,14.27,1,0.21,Y,2
9243,23,54000,MORTGAGE,3.0,MEDICAL,7500,11.03,1,0.14,Y,3
9246,21,24000,RENT,3.0,HOMEIMPROVEMENT,5000,,1,0.21,Y,2
9264,22,24996,RENT,3.0,MEDICAL,5000,,1,0.2,Y,3
9265,21,24996,RENT,1.0,DEBTCONSOLIDATION,5000,,0,0.2,Y,3
9269,24,54417,MORTGAGE,1.0,MEDICAL,9525,11.66,1,0.18,Y,3
9273,23,60500,MORTGAGE,4.0,EDUCATION,5000,14.27,0,0.08,Y,3
9281,22,60612,MORTGAGE,2.0,MEDICAL,18000,13.72,0,0.3,Y,3
9283,21,25000,RENT,0.0,DEBTCONSOLIDATION,5000,12.86,1,0.2,Y,2
9285,22,60635,MORTGAGE,5.0,EDUCATION,6800,13.49,0,0.11,Y,2
9290,21,26400,RENT,2.0,EDUCATION,5000,13.49,0,0.19,Y,2
9291,25,61000,OWN,2.0,EDUCATION,15000,14.65,0,0.25,Y,3
9295,25,55000,MORTGAGE,4.0,MEDICAL,9000,16.77,1,0.16,Y,2
9297,23,27000,RENT,2.0,MEDICAL,5000,16.77,1,0.19,Y,2
9301,22,27000,RENT,0.0,VENTURE,5000,,1,0.19,Y,2
9311,22,27264,RENT,4.0,EDUCATION,5000,13.11,0,0.18,Y,3
9315,24,27500,RENT,0.0,PERSONAL,5000,15.07,1,0.18,Y,4
9326,22,62000,RENT,2.0,EDUCATION,8000,12.68,0,0.13,Y,4
9332,22,61000,MORTGAGE,1.0,DEBTCONSOLIDATION,21000,14.26,0,0.34,Y,4
9333,24,56400,RENT,4.0,MEDICAL,8000,14.96,1,0.14,Y,2
9353,24,55200,MORTGAGE,0.0,MEDICAL,6000,14.42,1,0.11,Y,2
9354,26,61200,OWN,4.0,HOMEIMPROVEMENT,1500,12.84,0,0.02,Y,2
9358,23,65000,RENT,2.0,DEBTCONSOLIDATION,8000,14.72,0,0.12,Y,2
9361,23,61300,OWN,1.0,EDUCATION,9000,16.49,0,0.15,Y,3
9370,21,65500,RENT,6.0,EDUCATION,8000,12.84,0,0.12,Y,2
9376,22,61547,OWN,1.0,EDUCATION,24250,14.96,0,0.39,Y,3
9379,25,70000,RENT,4.0,PERSONAL,8000,15.96,0,0.11,Y,3
9386,26,70000,RENT,8.0,EDUCATION,8000,15.96,0,0.11,Y,3
9389,25,64000,RENT,7.0,DEBTCONSOLIDATION,8000,15.28,1,0.13,Y,4
9395,24,70000,RENT,2.0,EDUCATION,8000,14.72,0,0.11,Y,3
9398,26,71000,RENT,10.0,HOMEIMPROVEMENT,8000,13.49,0,0.11,Y,4
9401,22,62000,MORTGAGE,2.0,DEBTCONSOLIDATION,13000,15.27,0,0.21,Y,2
9405,22,66000,RENT,6.0,HOMEIMPROVEMENT,8000,14.65,1,0.12,Y,4
9412,24,62000,MORTGAGE,8.0,EDUCATION,10000,13.99,0,0.16,Y,4
9417,24,74000,RENT,7.0,EDUCATION,8000,15.62,0,0.11,Y,2
9427,24,75000,RENT,5.0,VENTURE,8000,15.37,0,0.11,Y,3
9429,25,69000,RENT,1.0,HOMEIMPROVEMENT,8000,13.99,1,0.12,Y,2
9435,22,78000,RENT,3.0,MEDICAL,8000,13.79,0,0.1,Y,4
9436,26,62000,MORTGAGE,10.0,VENTURE,10000,13.43,0,0.16,Y,2
9437,23,56000,MORTGAGE,7.0,VENTURE,8000,14.54,1,0.14,Y,2
9442,22,80000,RENT,3.0,VENTURE,8000,18.39,0,0.1,Y,3
9446,23,62000,MORTGAGE,0.0,VENTURE,18000,14.46,0,0.29,Y,3
9449,26,80000,RENT,0.0,MEDICAL,8000,12.73,0,0.1,Y,3
9451,24,81600,RENT,5.0,VENTURE,8000,12.84,0,0.1,Y,2
9454,26,76000,RENT,6.0,HOMEIMPROVEMENT,8000,13.48,1,0.11,Y,4
9461,22,84996,RENT,2.0,PERSONAL,8000,13.92,0,0.09,Y,3
9463,24,85000,RENT,0.0,HOMEIMPROVEMENT,8000,13.06,0,0.09,Y,2
9467,22,86004,RENT,6.0,EDUCATION,8000,13.92,0,0.09,Y,2
9474,23,62000,MORTGAGE,2.0,VENTURE,5000,13.57,0,0.08,Y,3
9483,23,90000,RENT,0.0,DEBTCONSOLIDATION,8000,13.35,0,0.09,Y,3
9485,22,56000,MORTGAGE,5.0,MEDICAL,15000,16.0,1,0.27,Y,4
9498,22,95004,RENT,0.0,EDUCATION,8000,12.61,0,0.08,Y,4
9502,26,96500,RENT,10.0,DEBTCONSOLIDATION,8000,13.61,0,0.08,Y,3
9506,26,99996,RENT,7.0,PERSONAL,8000,16.32,0,0.08,Y,3
9519,26,81600,RENT,10.0,MEDICAL,8000,16.29,1,0.08,Y,3
9524,22,56208,MORTGAGE,6.0,DEBTCONSOLIDATION,12000,16.29,1,0.21,Y,2
9527,22,108000,RENT,1.0,PERSONAL,8000,16.29,1,0.07,Y,2
9533,23,120000,RENT,4.0,EDUCATION,8000,14.61,0,0.07,Y,4
9548,22,62400,MORTGAGE,6.0,EDUCATION,2400,14.46,0,0.04,Y,2
9549,22,62400,MORTGAGE,2.0,VENTURE,12600,13.85,0,0.2,Y,2
9552,26,183700,RENT,2.0,PERSONAL,8000,15.62,1,0.04,Y,4
9563,21,62496,MORTGAGE,1.0,EDUCATION,5000,12.53,0,0.08,Y,3
9567,24,60500,RENT,1.0,DEBTCONSOLIDATION,8150,17.27,1,0.13,Y,3
9574,23,55000,RENT,7.0,PERSONAL,8200,13.11,0,0.15,Y,3
9579,23,62500,MORTGAGE,1.0,MEDICAL,9600,13.22,0,0.15,Y,3
9580,24,62500,OWN,8.0,PERSONAL,6500,13.22,0,0.1,Y,2
